case_id,resource,activity,start_time,end_time
80,Clerk-000003,Return application back to applicant,2023-02-16 08:04:12.110000+00:00,2023-02-16 08:09:12.110000+00:00
78,Appraiser-000002,Appraise property,2023-02-16 07:12:58.082000+00:00,2023-02-16 08:16:23.448000+00:00
78,Loan Officer-000003,Assess loan risk,2023-02-16 08:16:23.448000+00:00,2023-02-16 08:36:23.448000+00:00
81,Clerk-000008,Check application form completeness,2023-02-16 08:30:00+00:00,2023-02-16 08:36:49.217000+00:00
79,Applicant-000001,Applicant completes form,2023-02-16 07:40:51.401000+00:00,2023-02-16 08:40:51.401000+00:00
81,Clerk-000004,Return application back to applicant,2023-02-16 08:36:49.217000+00:00,2023-02-16 08:41:49.217000+00:00
79,Clerk-000002,Check application form completeness,2023-02-16 08:40:51.401000+00:00,2023-02-16 08:45:27.334000+00:00
78,Clerk-000005,Reject application,2023-02-16 08:36:23.448000+00:00,2023-02-16 08:46:23.448000+00:00
79,Clerk-000007,Return application back to applicant,2023-02-16 08:45:27.334000+00:00,2023-02-16 08:50:27.334000+00:00
82,Clerk-000001,Check application form completeness,2023-02-16 09:00:00+00:00,2023-02-16 09:02:04.226000+00:00
82,Appraiser-000001,Appraise property,2023-02-16 09:02:04.226000+00:00,2023-02-16 09:09:07.440000+00:00
82,AML Investigator-000001,AML check,2023-02-16 09:02:04.226000+00:00,2023-02-16 09:22:31.494000+00:00
80,Applicant-000001,Applicant completes form,2023-02-16 08:40:51.401000+00:00,2023-02-16 09:40:51.401000+00:00
80,Clerk-000008,Check application form completeness,2023-02-16 09:40:51.401000+00:00,2023-02-16 09:45:12.924000+00:00
80,Clerk-000004,Check credit history,2023-02-16 09:45:12.924000+00:00,2023-02-16 09:48:27.315000+00:00
83,Clerk-000003,Check application form completeness,2023-02-16 09:30:00+00:00,2023-02-16 09:59:30.185000+00:00
82,Clerk-000006,Check credit history,2023-02-16 09:02:04.226000+00:00,2023-02-16 10:01:57.161000+00:00
80,Appraiser-000002,Appraise property,2023-02-16 09:45:12.924000+00:00,2023-02-16 10:11:51.242000+00:00
83,AML Investigator-000001,AML check,2023-02-16 09:59:30.185000+00:00,2023-02-16 10:12:42.478000+00:00
80,AML Investigator-000002,AML check,2023-02-16 09:45:12.924000+00:00,2023-02-16 10:18:38.379000+00:00
83,Appraiser-000001,Appraise property,2023-02-16 09:59:30.185000+00:00,2023-02-16 10:21:49.386000+00:00
82,Loan Officer-000001,Assess loan risk,2023-02-16 10:01:57.161000+00:00,2023-02-16 10:21:57.161000+00:00
84,Clerk-000005,Check application form completeness,2023-02-16 10:00:00+00:00,2023-02-16 10:27:49.604000+00:00
82,Clerk-000007,Reject application,2023-02-16 10:21:57.161000+00:00,2023-02-16 10:31:57.161000+00:00
84,AML Investigator-000001,AML check,2023-02-16 10:27:49.604000+00:00,2023-02-16 10:34:43.685000+00:00
84,Clerk-000001,Check credit history,2023-02-16 10:27:49.604000+00:00,2023-02-16 10:36:45.448000+00:00
80,Loan Officer-000002,Assess loan risk,2023-02-16 10:18:38.379000+00:00,2023-02-16 10:38:38.379000+00:00
80,Loan Officer-000004,Design loan offer,2023-02-16 10:38:38.379000+00:00,2023-02-16 10:39:22.529000+00:00
85,Clerk-000008,Check application form completeness,2023-02-16 10:30:00+00:00,2023-02-16 10:40:04.510000+00:00
79,Applicant-000001,Applicant completes form,2023-02-16 09:40:51.401000+00:00,2023-02-16 10:40:51.401000+00:00
84,Appraiser-000002,Appraise property,2023-02-16 10:27:49.604000+00:00,2023-02-16 10:42:45.087000+00:00
85,Appraiser-000001,Appraise property,2023-02-16 10:40:04.510000+00:00,2023-02-16 10:55:11.168000+00:00
85,AML Investigator-000002,AML check,2023-02-16 10:40:04.510000+00:00,2023-02-16 10:57:37.766000+00:00
80,Senior Officer-000001,Approve loan offer,2023-02-16 10:39:22.529000+00:00,2023-02-16 10:59:22.529000+00:00
84,Loan Officer-000003,Assess loan risk,2023-02-16 10:42:45.087000+00:00,2023-02-16 11:02:45.087000+00:00
80,Clerk-000006,Cancel application,2023-02-16 10:59:22.529000+00:00,2023-02-16 11:04:22.529000+00:00
85,Clerk-000004,Check credit history,2023-02-16 10:40:04.510000+00:00,2023-02-16 11:06:58.947000+00:00
83,Clerk-000002,Check credit history,2023-02-16 09:59:30.185000+00:00,2023-02-16 11:12:43.280000+00:00
84,Loan Officer-000001,Design loan offer,2023-02-16 11:02:45.087000+00:00,2023-02-16 11:15:00.241000+00:00
86,Clerk-000005,Check application form completeness,2023-02-16 11:00:00+00:00,2023-02-16 11:18:35.643000+00:00
86,Clerk-000007,Check credit history,2023-02-16 11:18:35.643000+00:00,2023-02-16 11:20:19.569000+00:00
86,Appraiser-000002,Appraise property,2023-02-16 11:18:35.643000+00:00,2023-02-16 11:20:42.743000+00:00
85,Loan Officer-000002,Assess loan risk,2023-02-16 11:06:58.947000+00:00,2023-02-16 11:26:58.947000+00:00
83,Loan Officer-000004,Assess loan risk,2023-02-16 11:12:43.280000+00:00,2023-02-16 11:32:43.280000+00:00
84,Senior Officer-000002,Approve loan offer,2023-02-16 11:15:00.241000+00:00,2023-02-16 11:35:00.241000+00:00
79,Clerk-000003,Check application form completeness,2023-02-16 10:40:51.401000+00:00,2023-02-16 11:35:44.938000+00:00
79,Appraiser-000001,Appraise property,2023-02-16 11:35:44.938000+00:00,2023-02-16 11:36:18.769000+00:00
85,Clerk-000001,Reject application,2023-02-16 11:26:58.947000+00:00,2023-02-16 11:36:58.947000+00:00
87,Clerk-000008,Check application form completeness,2023-02-16 11:30:00+00:00,2023-02-16 11:39:06.013000+00:00
79,Clerk-000002,Check credit history,2023-02-16 11:35:44.938000+00:00,2023-02-16 11:39:33.888000+00:00
84,Clerk-000004,Approve application,2023-02-16 11:35:00.241000+00:00,2023-02-16 11:40:00.241000+00:00
81,Applicant-000001,Applicant completes form,2023-02-16 10:40:51.401000+00:00,2023-02-16 11:40:51.401000+00:00
81,Clerk-000007,Check application form completeness,2023-02-16 11:40:51.401000+00:00,2023-02-16 11:42:41.596000+00:00
83,Clerk-000006,Reject application,2023-02-16 11:32:43.280000+00:00,2023-02-16 11:42:43.280000+00:00
87,Appraiser-000002,Appraise property,2023-02-16 11:39:06.013000+00:00,2023-02-16 11:43:08.401000+00:00
81,Appraiser-000001,Appraise property,2023-02-16 11:42:41.596000+00:00,2023-02-16 11:51:34.951000+00:00
87,Clerk-000005,Check credit history,2023-02-16 11:39:06.013000+00:00,2023-02-16 11:56:22.202000+00:00
88,Clerk-000001,Check application form completeness,2023-02-16 12:00:00+00:00,2023-02-16 12:11:02.123000+00:00
88,Clerk-000008,Return application back to applicant,2023-02-16 12:11:02.123000+00:00,2023-02-16 12:16:02.123000+00:00
81,Clerk-000003,Check credit history,2023-02-16 11:42:41.596000+00:00,2023-02-16 12:16:14.562000+00:00
79,AML Investigator-000002,AML check,2023-02-16 11:35:44.938000+00:00,2023-02-16 12:48:55.465000+00:00
89,Clerk-000002,Check application form completeness,2023-02-16 12:30:00+00:00,2023-02-16 12:51:34.923000+00:00
90,Clerk-000007,Check application form completeness,2023-02-16 13:00:00+00:00,2023-02-16 13:03:35.649000+00:00
90,Clerk-000006,Check credit history,2023-02-16 13:03:35.649000+00:00,2023-02-16 13:07:35.361000+00:00
79,Loan Officer-000003,Assess loan risk,2023-02-16 12:48:55.465000+00:00,2023-02-16 13:08:55.465000+00:00
88,Applicant-000001,Applicant completes form,2023-02-16 12:16:02.123000+00:00,2023-02-16 13:16:02.123000+00:00
79,Clerk-000005,Reject application,2023-02-16 13:08:55.465000+00:00,2023-02-16 13:18:55.465000+00:00
90,Appraiser-000001,Appraise property,2023-02-16 13:03:35.649000+00:00,2023-02-16 13:25:26.360000+00:00
89,Appraiser-000002,Appraise property,2023-02-16 12:51:34.923000+00:00,2023-02-16 13:28:05.032000+00:00
86,AML Investigator-000001,AML check,2023-02-16 11:18:35.643000+00:00,2023-02-16 13:36:28.679000+00:00
91,Clerk-000008,Check application form completeness,2023-02-16 13:30:00+00:00,2023-02-16 13:36:53.397000+00:00
88,Clerk-000001,Check application form completeness,2023-02-16 13:16:02.123000+00:00,2023-02-16 13:42:06.566000+00:00
89,Clerk-000004,Check credit history,2023-02-16 12:51:34.923000+00:00,2023-02-16 13:43:49.599000+00:00
87,AML Investigator-000001,AML check,2023-02-16 13:36:28.679000+00:00,2023-02-16 13:47:58.451000+00:00
91,Appraiser-000001,Appraise property,2023-02-16 13:36:53.397000+00:00,2023-02-16 13:48:08.517000+00:00
88,Clerk-000002,Check credit history,2023-02-16 13:42:06.566000+00:00,2023-02-16 13:48:53.812000+00:00
81,AML Investigator-000002,AML check,2023-02-16 12:48:55.465000+00:00,2023-02-16 13:52:41.445000+00:00
86,Loan Officer-000001,Assess loan risk,2023-02-16 13:36:28.679000+00:00,2023-02-16 13:56:28.679000+00:00
89,AML Investigator-000002,AML check,2023-02-16 13:52:41.445000+00:00,2023-02-16 14:01:29.590000+00:00
87,Loan Officer-000002,Assess loan risk,2023-02-16 13:47:58.451000+00:00,2023-02-16 14:07:58.451000+00:00
90,AML Investigator-000002,AML check,2023-02-16 14:01:29.590000+00:00,2023-02-16 14:08:56.784000+00:00
81,Loan Officer-000004,Assess loan risk,2023-02-16 13:52:41.445000+00:00,2023-02-16 14:12:41.445000+00:00
87,Loan Officer-000002,Design loan offer,2023-02-16 14:07:58.451000+00:00,2023-02-16 14:17:38.773000+00:00
91,AML Investigator-000002,AML check,2023-02-16 14:08:56.784000+00:00,2023-02-16 14:19:42.514000+00:00
89,Loan Officer-000001,Assess loan risk,2023-02-16 14:01:29.590000+00:00,2023-02-16 14:21:29.590000+00:00
92,Clerk-000007,Check application form completeness,2023-02-16 14:00:00+00:00,2023-02-16 14:24:44.037000+00:00
92,Appraiser-000001,Appraise property,2023-02-16 14:24:44.037000+00:00,2023-02-16 14:25:03.946000+00:00
88,Appraiser-000002,Appraise property,2023-02-16 13:42:06.566000+00:00,2023-02-16 14:26:20.065000+00:00
90,Loan Officer-000004,Assess loan risk,2023-02-16 14:12:41.445000+00:00,2023-02-16 14:32:41.445000+00:00
81,Loan Officer-000002,Design loan offer,2023-02-16 14:17:38.773000+00:00,2023-02-16 14:33:54.453000+00:00
89,Loan Officer-000001,Design loan offer,2023-02-16 14:21:29.590000+00:00,2023-02-16 14:34:00.156000+00:00
88,AML Investigator-000001,AML check,2023-02-16 13:47:58.451000+00:00,2023-02-16 14:34:31.149000+00:00
87,Senior Officer-000001,Approve loan offer,2023-02-16 14:17:38.773000+00:00,2023-02-16 14:37:38.773000+00:00
86,Loan Officer-000003,Design loan offer,2023-02-16 13:56:28.679000+00:00,2023-02-16 14:38:04.912000+00:00
90,Loan Officer-000004,Design loan offer,2023-02-16 14:32:41.445000+00:00,2023-02-16 14:39:12.205000+00:00
87,Clerk-000008,Approve application,2023-02-16 14:37:38.773000+00:00,2023-02-16 14:42:38.773000+00:00
91,Clerk-000003,Check credit history,2023-02-16 13:36:53.397000+00:00,2023-02-16 14:47:24.296000+00:00
81,Senior Officer-000002,Approve loan offer,2023-02-16 14:33:54.453000+00:00,2023-02-16 14:53:54.453000+00:00
88,Loan Officer-000002,Assess loan risk,2023-02-16 14:34:31.149000+00:00,2023-02-16 14:54:31.149000+00:00
93,Clerk-000005,Check application form completeness,2023-02-16 14:30:00+00:00,2023-02-16 14:56:34.630000+00:00
89,Senior Officer-000001,Approve loan offer,2023-02-16 14:37:38.773000+00:00,2023-02-16 14:57:38.773000+00:00
81,Clerk-000001,Cancel application,2023-02-16 14:53:54.453000+00:00,2023-02-16 14:58:54.453000+00:00
89,Clerk-000007,Cancel application,2023-02-16 14:57:38.773000+00:00,2023-02-17 07:02:38.773000+00:00
88,Clerk-000004,Reject application,2023-02-16 14:54:31.149000+00:00,2023-02-17 07:04:31.149000+00:00
91,Loan Officer-000001,Assess loan risk,2023-02-16 14:47:24.296000+00:00,2023-02-17 07:07:24.296000+00:00
94,Clerk-000008,Check application form completeness,2023-02-16 15:00:00+00:00,2023-02-17 07:11:31.486000+00:00
86,Senior Officer-000002,Approve loan offer,2023-02-16 14:53:54.453000+00:00,2023-02-17 07:13:54.453000+00:00
94,Clerk-000005,Return application back to applicant,2023-02-17 07:11:31.486000+00:00,2023-02-17 07:16:31.486000+00:00
91,Clerk-000003,Reject application,2023-02-17 07:07:24.296000+00:00,2023-02-17 07:17:24.296000+00:00
90,Senior Officer-000001,Approve loan offer,2023-02-16 14:57:38.773000+00:00,2023-02-17 07:17:38.773000+00:00
86,Clerk-000001,Approve application,2023-02-17 07:13:54.453000+00:00,2023-02-17 07:18:54.453000+00:00
90,Clerk-000007,Cancel application,2023-02-17 07:17:38.773000+00:00,2023-02-17 07:22:38.773000+00:00
93,AML Investigator-000001,AML check,2023-02-16 14:56:34.630000+00:00,2023-02-17 07:23:33.206000+00:00
93,Clerk-000002,Check credit history,2023-02-16 14:56:34.630000+00:00,2023-02-17 07:23:37.142000+00:00
95,Clerk-000004,Check application form completeness,2023-02-17 07:30:00+00:00,2023-02-17 07:30:36.851000+00:00
95,Appraiser-000002,Appraise property,2023-02-17 07:30:36.851000+00:00,2023-02-17 07:33:55.743000+00:00
95,AML Investigator-000001,AML check,2023-02-17 07:30:36.851000+00:00,2023-02-17 07:39:01.531000+00:00
95,Clerk-000008,Check credit history,2023-02-17 07:30:36.851000+00:00,2023-02-17 07:47:13.976000+00:00
96,Clerk-000005,Check application form completeness,2023-02-17 08:00:00+00:00,2023-02-17 08:02:29.214000+00:00
96,Clerk-000003,Check credit history,2023-02-17 08:02:29.214000+00:00,2023-02-17 08:06:07.558000+00:00
95,Loan Officer-000003,Assess loan risk,2023-02-17 07:47:13.976000+00:00,2023-02-17 08:07:13.976000+00:00
92,AML Investigator-000002,AML check,2023-02-16 14:24:44.037000+00:00,2023-02-17 08:08:38.603000+00:00
92,Clerk-000006,Check credit history,2023-02-16 14:24:44.037000+00:00,2023-02-17 08:12:24.087000+00:00
94,Applicant-000001,Applicant completes form,2023-02-17 07:16:31.486000+00:00,2023-02-17 08:16:31.486000+00:00
93,Appraiser-000001,Appraise property,2023-02-16 14:56:34.630000+00:00,2023-02-17 08:16:31.997000+00:00
94,Clerk-000001,Check application form completeness,2023-02-17 08:16:31.486000+00:00,2023-02-17 08:21:21.772000+00:00
94,Appraiser-000001,Appraise property,2023-02-17 08:21:21.772000+00:00,2023-02-17 08:24:26.642000+00:00
95,Loan Officer-000004,Design loan offer,2023-02-17 08:07:13.976000+00:00,2023-02-17 08:29:37.504000+00:00
94,AML Investigator-000002,AML check,2023-02-17 08:21:21.772000+00:00,2023-02-17 08:30:49.699000+00:00
92,Loan Officer-000002,Assess loan risk,2023-02-17 08:12:24.087000+00:00,2023-02-17 08:32:24.087000+00:00
97,Clerk-000002,Check application form completeness,2023-02-17 08:30:00+00:00,2023-02-17 08:35:45.201000+00:00
93,Loan Officer-000001,Assess loan risk,2023-02-17 08:16:31.997000+00:00,2023-02-17 08:36:31.997000+00:00
92,Loan Officer-000003,Design loan offer,2023-02-17 08:32:24.087000+00:00,2023-02-17 08:40:08.093000+00:00
97,Clerk-000004,Return application back to applicant,2023-02-17 08:35:45.201000+00:00,2023-02-17 08:40:45.201000+00:00
96,AML Investigator-000001,AML check,2023-02-17 08:02:29.214000+00:00,2023-02-17 08:44:20.531000+00:00
96,Appraiser-000002,Appraise property,2023-02-17 08:02:29.214000+00:00,2023-02-17 08:47:26.447000+00:00
95,Senior Officer-000002,Approve loan offer,2023-02-17 08:29:37.504000+00:00,2023-02-17 08:49:37.504000+00:00
95,Clerk-000008,Approve application,2023-02-17 08:49:37.504000+00:00,2023-02-17 08:54:37.504000+00:00
92,Senior Officer-000001,Approve loan offer,2023-02-17 08:40:08.093000+00:00,2023-02-17 09:00:08.093000+00:00
93,Loan Officer-000004,Design loan offer,2023-02-17 08:36:31.997000+00:00,2023-02-17 09:00:33.835000+00:00
92,Clerk-000003,Cancel application,2023-02-17 09:00:08.093000+00:00,2023-02-17 09:05:08.093000+00:00
96,Loan Officer-000002,Assess loan risk,2023-02-17 08:47:26.447000+00:00,2023-02-17 09:07:26.447000+00:00
98,Clerk-000005,Check application form completeness,2023-02-17 09:00:00+00:00,2023-02-17 09:10:53.909000+00:00
98,Appraiser-000001,Appraise property,2023-02-17 09:10:53.909000+00:00,2023-02-17 09:18:25.749000+00:00
93,Senior Officer-000002,Approve loan offer,2023-02-17 09:00:33.835000+00:00,2023-02-17 09:20:33.835000+00:00
93,Clerk-000001,Cancel application,2023-02-17 09:20:33.835000+00:00,2023-02-17 09:25:33.835000+00:00
96,Loan Officer-000001,Design loan offer,2023-02-17 09:07:26.447000+00:00,2023-02-17 09:29:24.732000+00:00
99,Clerk-000002,Check application form completeness,2023-02-17 09:30:00+00:00,2023-02-17 09:32:27.676000+00:00
98,AML Investigator-000002,AML check,2023-02-17 09:10:53.909000+00:00,2023-02-17 09:33:09.546000+00:00
94,Clerk-000007,Check credit history,2023-02-17 08:21:21.772000+00:00,2023-02-17 09:33:54.938000+00:00
98,Clerk-000006,Check credit history,2023-02-17 09:10:53.909000+00:00,2023-02-17 09:34:31.967000+00:00
99,Appraiser-000002,Appraise property,2023-02-17 09:32:27.676000+00:00,2023-02-17 09:34:53.556000+00:00
97,Applicant-000001,Applicant completes form,2023-02-17 08:40:45.201000+00:00,2023-02-17 09:40:45.201000+00:00
96,Senior Officer-000001,Approve loan offer,2023-02-17 09:29:24.732000+00:00,2023-02-17 09:49:24.732000+00:00
94,Loan Officer-000003,Assess loan risk,2023-02-17 09:33:54.938000+00:00,2023-02-17 09:53:54.938000+00:00
96,Clerk-000003,Cancel application,2023-02-17 09:49:24.732000+00:00,2023-02-17 09:54:24.732000+00:00
98,Loan Officer-000004,Assess loan risk,2023-02-17 09:34:31.967000+00:00,2023-02-17 09:54:31.967000+00:00
94,Clerk-000005,Reject application,2023-02-17 09:53:54.938000+00:00,2023-02-17 10:03:54.938000+00:00
98,Clerk-000001,Reject application,2023-02-17 09:54:31.967000+00:00,2023-02-17 10:04:31.967000+00:00
100,Clerk-000002,Check application form completeness,2023-02-17 10:00:00+00:00,2023-02-17 10:14:42.004000+00:00
99,AML Investigator-000001,AML check,2023-02-17 09:32:27.676000+00:00,2023-02-17 10:15:53.445000+00:00
97,Clerk-000008,Check application form completeness,2023-02-17 09:40:45.201000+00:00,2023-02-17 10:19:55.149000+00:00
97,Clerk-000006,Return application back to applicant,2023-02-17 10:19:55.149000+00:00,2023-02-17 10:24:55.149000+00:00
100,Clerk-000007,Check credit history,2023-02-17 10:14:42.004000+00:00,2023-02-17 10:28:25.390000+00:00
101,Clerk-000003,Check application form completeness,2023-02-17 10:30:00+00:00,2023-02-17 10:43:51.296000+00:00
101,Clerk-000005,Return application back to applicant,2023-02-17 10:43:51.296000+00:00,2023-02-17 10:48:51.296000+00:00
99,Clerk-000004,Check credit history,2023-02-17 09:32:27.676000+00:00,2023-02-17 11:04:26.355000+00:00
102,Clerk-000001,Check application form completeness,2023-02-17 11:00:00+00:00,2023-02-17 11:05:21.175000+00:00
102,AML Investigator-000001,AML check,2023-02-17 11:05:21.175000+00:00,2023-02-17 11:14:20.258000+00:00
102,Appraiser-000002,Appraise property,2023-02-17 11:05:21.175000+00:00,2023-02-17 11:16:47.744000+00:00
99,Loan Officer-000002,Assess loan risk,2023-02-17 11:04:26.355000+00:00,2023-02-17 11:24:26.355000+00:00
97,Applicant-000001,Applicant completes form,2023-02-17 10:24:55.149000+00:00,2023-02-17 11:24:55.149000+00:00
97,Clerk-000006,Check application form completeness,2023-02-17 11:24:55.149000+00:00,2023-02-17 11:26:11.210000+00:00
102,Clerk-000002,Check credit history,2023-02-17 11:05:21.175000+00:00,2023-02-17 11:30:00.406000+00:00
100,Appraiser-000001,Appraise property,2023-02-17 10:14:42.004000+00:00,2023-02-17 11:32:04.498000+00:00
99,Clerk-000008,Reject application,2023-02-17 11:24:26.355000+00:00,2023-02-17 11:34:26.355000+00:00
97,Clerk-000007,Check credit history,2023-02-17 11:26:11.210000+00:00,2023-02-17 11:42:43.645000+00:00
102,Loan Officer-000001,Assess loan risk,2023-02-17 11:30:00.406000+00:00,2023-02-17 11:50:00.406000+00:00
97,AML Investigator-000001,AML check,2023-02-17 11:26:11.210000+00:00,2023-02-17 11:54:40.418000+00:00
103,Clerk-000003,Check application form completeness,2023-02-17 11:30:00+00:00,2023-02-17 12:01:33.765000+00:00
104,Clerk-000005,Check application form completeness,2023-02-17 12:00:00+00:00,2023-02-17 12:01:52.965000+00:00
104,Clerk-000001,Check credit history,2023-02-17 12:01:52.965000+00:00,2023-02-17 12:05:03.288000+00:00
100,AML Investigator-000002,AML check,2023-02-17 10:14:42.004000+00:00,2023-02-17 12:13:42.570000+00:00
102,Loan Officer-000003,Design loan offer,2023-02-17 11:50:00.406000+00:00,2023-02-17 12:17:57.914000+00:00
104,AML Investigator-000002,AML check,2023-02-17 12:13:42.570000+00:00,2023-02-17 12:18:55.372000+00:00
101,Applicant-000001,Applicant completes form,2023-02-17 11:24:55.149000+00:00,2023-02-17 12:24:55.149000+00:00
100,Loan Officer-000004,Assess loan risk,2023-02-17 12:13:42.570000+00:00,2023-02-17 12:33:42.570000+00:00
105,Clerk-000002,Check application form completeness,2023-02-17 12:30:00+00:00,2023-02-17 12:33:53.934000+00:00
102,Senior Officer-000002,Approve loan offer,2023-02-17 12:17:57.914000+00:00,2023-02-17 12:37:57.914000+00:00
103,Clerk-000004,Check credit history,2023-02-17 12:01:33.765000+00:00,2023-02-17 12:40:53.067000+00:00
102,Clerk-000003,Cancel application,2023-02-17 12:37:57.914000+00:00,2023-02-17 12:42:57.914000+00:00
100,Clerk-000008,Reject application,2023-02-17 12:33:42.570000+00:00,2023-02-17 12:43:42.570000+00:00
105,Clerk-000007,Check credit history,2023-02-17 12:33:53.934000+00:00,2023-02-17 12:58:46.576000+00:00
105,AML Investigator-000002,AML check,2023-02-17 12:33:53.934000+00:00,2023-02-17 13:01:21.925000+00:00
103,Appraiser-000001,Appraise property,2023-02-17 12:01:33.765000+00:00,2023-02-17 13:13:44.735000+00:00
103,AML Investigator-000001,AML check,2023-02-17 12:01:33.765000+00:00,2023-02-17 13:13:45.185000+00:00
106,Clerk-000005,Check application form completeness,2023-02-17 13:00:00+00:00,2023-02-17 13:25:09.968000+00:00
104,Appraiser-000001,Appraise property,2023-02-17 13:13:44.735000+00:00,2023-02-17 13:26:01.394000+00:00
103,Loan Officer-000002,Assess loan risk,2023-02-17 13:13:45.185000+00:00,2023-02-17 13:33:45.185000+00:00
97,Appraiser-000002,Appraise property,2023-02-17 11:26:11.210000+00:00,2023-02-17 13:35:07.432000+00:00
103,Loan Officer-000003,Design loan offer,2023-02-17 13:33:45.185000+00:00,2023-02-17 13:35:45.735000+00:00
104,Loan Officer-000001,Assess loan risk,2023-02-17 13:26:01.394000+00:00,2023-02-17 13:46:01.394000+00:00
104,Loan Officer-000002,Design loan offer,2023-02-17 13:46:01.394000+00:00,2023-02-17 13:46:05.938000+00:00
107,Clerk-000002,Check application form completeness,2023-02-17 13:30:00+00:00,2023-02-17 13:48:34.255000+00:00
106,Appraiser-000002,Appraise property,2023-02-17 13:35:07.432000+00:00,2023-02-17 13:49:09.576000+00:00
97,Loan Officer-000004,Assess loan risk,2023-02-17 13:35:07.432000+00:00,2023-02-17 13:55:07.432000+00:00
103,Senior Officer-000001,Approve loan offer,2023-02-17 13:35:45.735000+00:00,2023-02-17 13:55:45.735000+00:00
106,Clerk-000001,Check credit history,2023-02-17 13:25:09.968000+00:00,2023-02-17 13:56:34.023000+00:00
103,Clerk-000008,Cancel application,2023-02-17 13:55:45.735000+00:00,2023-02-17 14:00:45.735000+00:00
108,Clerk-000007,Check application form completeness,2023-02-17 14:00:00+00:00,2023-02-17 14:01:58.539000+00:00
105,Appraiser-000001,Appraise property,2023-02-17 13:26:01.394000+00:00,2023-02-17 14:02:28.411000+00:00
106,AML Investigator-000002,AML check,2023-02-17 13:25:09.968000+00:00,2023-02-17 14:02:29.292000+00:00
97,Clerk-000003,Reject application,2023-02-17 13:55:07.432000+00:00,2023-02-17 14:05:07.432000+00:00
104,Senior Officer-000002,Approve loan offer,2023-02-17 13:46:05.938000+00:00,2023-02-17 14:06:05.938000+00:00
107,Appraiser-000002,Appraise property,2023-02-17 13:49:09.576000+00:00,2023-02-17 14:07:47.482000+00:00
107,AML Investigator-000001,AML check,2023-02-17 13:48:34.255000+00:00,2023-02-17 14:09:37.386000+00:00
107,Clerk-000004,Check credit history,2023-02-17 13:48:34.255000+00:00,2023-02-17 14:10:55.352000+00:00
104,Clerk-000002,Cancel application,2023-02-17 14:06:05.938000+00:00,2023-02-17 14:11:05.938000+00:00
108,AML Investigator-000002,AML check,2023-02-17 14:02:29.292000+00:00,2023-02-17 14:20:15.135000+00:00
101,Clerk-000006,Check application form completeness,2023-02-17 12:24:55.149000+00:00,2023-02-17 14:21:05.001000+00:00
101,AML Investigator-000001,AML check,2023-02-17 14:21:05.001000+00:00,2023-02-17 14:21:31.452000+00:00
105,Loan Officer-000003,Assess loan risk,2023-02-17 14:02:28.411000+00:00,2023-02-17 14:22:28.411000+00:00
106,Loan Officer-000001,Assess loan risk,2023-02-17 14:02:29.292000+00:00,2023-02-17 14:22:29.292000+00:00
108,Appraiser-000001,Appraise property,2023-02-17 14:02:28.411000+00:00,2023-02-17 14:24:13.725000+00:00
101,Appraiser-000002,Appraise property,2023-02-17 14:21:05.001000+00:00,2023-02-17 14:26:46.256000+00:00
107,Loan Officer-000002,Assess loan risk,2023-02-17 14:10:55.352000+00:00,2023-02-17 14:30:55.352000+00:00
106,Loan Officer-000003,Design loan offer,2023-02-17 14:22:29.292000+00:00,2023-02-17 14:31:40.556000+00:00
109,Clerk-000008,Check application form completeness,2023-02-17 14:30:00+00:00,2023-02-17 14:32:41.148000+00:00
101,Clerk-000001,Check credit history,2023-02-17 14:21:05.001000+00:00,2023-02-17 14:32:57.490000+00:00
109,Clerk-000003,Check credit history,2023-02-17 14:32:41.148000+00:00,2023-02-17 14:33:26.263000+00:00
108,Clerk-000005,Check credit history,2023-02-17 14:01:58.539000+00:00,2023-02-17 14:34:49.012000+00:00
107,Clerk-000007,Reject application,2023-02-17 14:30:55.352000+00:00,2023-02-17 14:40:55.352000+00:00
109,Appraiser-000001,Appraise property,2023-02-17 14:32:41.148000+00:00,2023-02-17 14:42:00.986000+00:00
109,AML Investigator-000002,AML check,2023-02-17 14:32:41.148000+00:00,2023-02-17 14:49:01.999000+00:00
106,Senior Officer-000001,Approve loan offer,2023-02-17 14:31:40.556000+00:00,2023-02-17 14:51:40.556000+00:00
101,Loan Officer-000001,Assess loan risk,2023-02-17 14:32:57.490000+00:00,2023-02-17 14:52:57.490000+00:00
108,Loan Officer-000002,Assess loan risk,2023-02-17 14:34:49.012000+00:00,2023-02-17 14:54:49.012000+00:00
106,Clerk-000004,Approve application,2023-02-17 14:51:40.556000+00:00,2023-02-17 14:56:40.556000+00:00
108,Loan Officer-000001,Design loan offer,2023-02-17 14:54:49.012000+00:00,2023-02-17 14:58:17.283000+00:00
101,Clerk-000002,Reject application,2023-02-17 14:52:57.490000+00:00,2023-02-20 07:02:57.490000+00:00
109,Loan Officer-000003,Assess loan risk,2023-02-17 14:49:01.999000+00:00,2023-02-20 07:09:01.999000+00:00
110,Clerk-000006,Check application form completeness,2023-02-17 15:00:00+00:00,2023-02-20 07:13:33.826000+00:00
110,AML Investigator-000001,AML check,2023-02-20 07:13:33.826000+00:00,2023-02-20 07:13:44.011000+00:00
108,Senior Officer-000002,Approve loan offer,2023-02-17 14:58:17.283000+00:00,2023-02-20 07:18:17.283000+00:00
